Invoice_ID,UPC_Code,Quantity,Cust_ID,Date,
INV406815,1573310916,1,31445235,21/8/2022,INV807267
INV613830,1573310916,1,33601990,5/7/22,INV297779
INV671769,1573310931,1,30774418,23/8/2022,INV530403
INV900431,1573310931,1,30434410,20/8/2022,INV133478
INV662421,1573310931,1,33889307,23/7/2022,INV890343
INV564787,1573310931,1,31918470,7/8/22,INV221807
INV303917,1573310931,1,33076381,23/8/2022,INV565034
INV407360,1573310931,1,31453043,9/7/22,INV910838
INV356652,1573310931,1,32827445,8/8/22,INV591879
INV230536,1573310931,1,34193478,21/7/2022,INV570909
INV765469,1573310932,2,31699595,13/7/2022,INV966865
INV398199,1573310932,1,31487699,6/7/22,INV583816
INV391494,1573310932,2,33076412,20/8/2022,INV203831
INV551548,1573310932,1,30336661,17/7/2022,INV723125
INV521585,1573310933,1,31340315,23/8/2022,INV672658
INV851024,1573310933,1,29480004,3/8/22,INV438354
INV575642,1573310933,1,31326910,22/7/2022,INV184076
INV797656,1573310933,1,32241804,4/8/22,INV544273
INV290110,1573310933,1,31725447,23/7/2022,INV870069
INV735430,1573310933,1,32376623,7/7/22,INV474904
INV547887,1573310933,1,31334363,2/7/22,INV897423
INV345900,1573310933,1,34730725,4/8/22,INV470829
INV376991,1573310933,1,35625012,21/7/2022,INV351200
INV754354,1573310933,2,32403464,1/8/22,INV852282
INV338053,1573310934,1,30604682,23/8/2022,INV757552
INV558678,1573310934,1,31460154,17/8/2022,INV807118
INV758037,1573310934,1,34041057,2/8/22,INV973255
INV257041,1573310934,1,34142454,27/7/2022,INV580290
INV197668,1573310934,2,31447229,1/7/22,INV207219
INV352286,1573310935,1,32565344,9/7/22,INV171882
INV976436,1573310935,2,31512424,22/7/2022,INV191257
INV857845,1573310935,1,34792821,17/8/2022,INV801916
INV174487,1573310935,1,30585769,12/7/22,INV444065
INV784764,1573310935,2,34001220,8/7/22,INV888493
INV711620,1573310935,1,32323267,2/7/22,INV148487
INV600468,1573310935,2,31389541,14/8/2022,INV790652
INV899365,1573310936,1,30075670,5/7/22,INV581620
INV882189,1573310936,1,31602538,6/7/22,INV163913
INV350478,1573310936,2,35358136,20/8/2022,INV203741
INV810087,1573310941,1,31322642,23/7/2022,INV424541
INV199978,1573310941,2,33428414,15/8/2022,INV178926
INV765334,1573310941,1,30704513,15/8/2022,INV679273
INV130942,1573310941,1,33454205,7/7/22,INV373999
INV290641,1573310941,2,31686593,31/8/2022,INV598389
INV710721,1573310941,2,34179043,2/7/22,INV692141
INV623754,1573310941,1,31356217,31/8/2022,INV868825
INV722843,1573310941,1,32633019,6/8/22,INV549172
INV801903,1573310942,2,31519650,16/7/2022,INV372666
INV280909,1573310942,1,31411289,1/7/22,INV564558
INV855637,1573310942,1,31405991,16/7/2022,INV322508
INV369475,1573310942,2,32285780,22/8/2022,INV640627
INV441803,1573310942,1,34261610,20/7/2022,INV615849
INV828832,1573310942,3,31447229,23/8/2022,INV249552
INV352080,1573310942,1,34054295,7/7/22,INV473665
INV258790,1573310942,1,30704432,29/7/2022,INV640782
INV378079,1573310942,1,31326910,5/7/22,INV520744
INV607040,1573310942,1,31424938,31/8/2022,INV843309
INV194395,1573310942,1,31340486,17/8/2022,INV649567
INV584736,1573310943,1,33769987,15/7/2022,INV889879
INV392466,1573310943,1,31411214,23/7/2022,INV188565
INV190036,1573310943,1,35468548,31/8/2022,INV900587
INV388775,1573310943,2,33961809,17/8/2022,INV641609
INV189932,1573310943,1,31717591,6/7/22,INV469979
INV728114,1573310943,1,31633537,4/8/22,INV127945
INV846308,1573310943,1,31418473,1/8/22,INV210898
INV157839,1573310943,1,30539259,15/7/2022,INV354326
INV523337,1573310944,1,31450565,19/7/2022,INV967584
INV826026,1573310944,1,33501143,22/8/2022,INV466256
INV913574,1573310944,1,30697275,11/8/22,INV363549
INV423948,1573310944,1,31466329,16/7/2022,INV767033
INV244578,1573310944,2,30598501,30/8/2022,INV315425
INV514103,1573310944,1,31326944,24/7/2022,INV873545
INV650105,1573310944,1,32210140,14/8/2022,INV568947
INV360185,1573310944,2,31573134,26/8/2022,INV381762
INV264416,1573310944,1,34867009,11/7/22,INV836534
INV146868,1573310945,2,33961809,4/7/22,INV447210
INV633882,1573310945,1,32323267,15/8/2022,INV773078
INV423670,1573310946,1,31677319,13/8/2022,INV901285
INV312782,1573310946,3,31529427,7/8/22,INV563326
INV902012,1573310946,1,30604682,2/7/22,INV940951
INV398805,1573310946,1,31325955,31/7/2022,INV171333
INV435242,1573310946,2,30363878,21/7/2022,INV327377
INV612230,1573310946,1,31490289,28/8/2022,INV339776
INV875053,1573310946,1,31536337,8/8/22,INV335717
INV685127,1573311671,2,34586465,12/8/22,INV853045
INV918393,1573311671,1,33856680,20/8/2022,INV551306
INV408949,1573311671,1,34267658,15/8/2022,INV543980
INV539726,1573311671,2,32505101,9/7/22,INV421157
INV875935,1573311671,1,29480004,25/7/2022,INV760337
INV712223,1573311671,1,31607382,20/8/2022,INV150294
INV441149,1573311671,1,31373787,18/7/2022,INV646901
INV580114,1573311672,2,30612660,26/8/2022,INV392159
INV474066,1573311672,1,30401970,2/8/22,INV836825
INV432649,1573311672,1,31327892,8/7/22,INV703106
INV515208,1573311672,2,31491658,4/7/22,INV255637
INV145167,1573311673,2,32344693,17/8/2022,INV283103
INV223508,1573311673,2,32493369,12/8/22,INV451731
INV318796,1573311673,1,31707610,15/8/2022,INV334441
INV133063,1573311673,1,34034839,1/7/22,INV488150
INV457699,1573311673,2,31330848,4/7/22,INV302581
INV946908,1573311673,1,31363929,15/7/2022,INV387542
INV992012,1573311673,1,32401471,12/8/22,INV538735
INV321354,1573311673,1,31947745,8/7/22,INV360920
INV549243,1573311674,3,32389373,10/7/22,INV662320
INV548711,1573311674,1,32592722,30/8/2022,INV994444
INV601578,1573311674,1,32072700,14/7/2022,INV955372
INV536990,1573311675,2,31612151,3/8/22,INV471883
INV652892,1573311675,1,31636356,10/7/22,INV562728
INV886729,1573311675,1,32325592,10/8/22,INV514443
INV910387,1573311675,2,32453864,7/8/22,INV183707
INV821480,1573311675,1,32513502,18/7/2022,INV423732
INV822943,1573311675,1,31621142,19/7/2022,INV336105
INV130802,1573311675,1,29615317,13/8/2022,INV662401
INV308356,1573311675,1,32476529,16/7/2022,INV184269
INV608519,1573311675,1,31401064,24/7/2022,INV805578
INV695151,1573311675,2,34315925,3/7/22,INV801344
INV923356,1573311676,1,31358698,29/8/2022,INV951766
INV796171,1573311676,1,30608480,24/8/2022,INV183017
INV756734,1573311676,1,33572077,24/8/2022,INV917616
INV242319,1573311676,1,30704432,4/7/22,INV824842
INV855091,1573311676,2,35610855,12/8/22,INV202170
INV839890,1573311676,1,32444824,28/8/2022,INV928783
INV909724,1573311676,1,31350344,8/7/22,INV642798
INV854179,1573311676,2,31181856,11/8/22,INV305108
INV714440,1573311681,2,31521642,7/8/22,INV644255
INV267489,1573311681,1,30537689,17/8/2022,INV583681
INV842441,1573311681,3,34215988,22/7/2022,INV590489
INV197082,1573311681,1,31660948,10/7/22,INV808711
INV143716,1573311681,1,29378952,24/7/2022,INV775357
INV321427,1573311682,1,31457265,28/7/2022,INV881152
INV110212,1573311682,2,29736429,6/7/22,INV195125
INV912861,1573311682,1,34163725,24/8/2022,INV962333
INV236035,1573311682,1,31355918,30/7/2022,INV629965
INV417746,1573311682,1,32092337,14/7/2022,INV511451
INV173274,1573311682,1,33173735,14/8/2022,INV813418
INV776195,1573311682,1,32442264,6/8/22,INV238666
INV347547,1573311682,2,31326693,18/8/2022,INV476156
INV273666,1573311683,1,32507242,15/8/2022,INV205500
INV393728,1573311683,2,32251689,28/7/2022,INV657573
INV785109,1573311683,1,34712151,28/8/2022,INV963547
INV634540,1573311683,1,31415184,6/7/22,INV175087
INV775798,1573311683,1,32395934,8/8/22,INV432678
INV981975,1573311684,3,34027531,28/8/2022,INV616687
INV714921,1573311684,2,34182907,9/7/22,INV560806
INV543412,1573311684,1,31540952,15/7/2022,INV893924
INV214494,1573311684,2,35648180,30/7/2022,INV272091
INV437573,1573311684,1,30636312,24/7/2022,INV173879
INV251035,1573311685,3,34838928,20/8/2022,INV205187
INV829735,1573311685,1,34786941,11/8/22,INV870405
INV266016,1573311685,2,30774418,16/7/2022,INV599358
INV936376,1573311685,1,31830578,4/8/22,INV944247
INV851268,1573311685,4,35358136,21/8/2022,INV577060
INV161924,1573311685,2,34243259,4/8/22,INV802474
INV331999,1573311687,1,32756131,30/7/2022,INV625686
INV147016,1573311687,2,31390730,11/8/22,INV963734
INV638253,1573311687,2,30876844,14/8/2022,INV984358
INV955928,1573311687,2,31441997,30/7/2022,INV660599
INV231542,1573311691,1,32576637,21/8/2022,INV929314
INV675671,1573311691,2,31570445,1/8/22,INV731601
INV500895,1573311691,2,31512424,6/8/22,INV347262
INV429082,1573311691,2,31390375,15/7/2022,INV160900
INV572565,1573311691,2,34205414,1/8/22,INV347754
INV345662,1573311691,1,32077408,21/8/2022,INV496606
INV834134,1573311691,1,32281851,10/8/22,INV192687
INV647530,1573311691,1,31716668,23/8/2022,INV227191
INV343733,1573311691,1,33222025,31/7/2022,INV348392
INV205213,1573311691,2,35416367,10/7/22,INV791124
INV614351,1573311692,2,31464369,15/8/2022,INV677756
INV163064,1573311692,2,32135217,8/8/22,INV233471
INV203784,1573311692,2,35368223,14/7/2022,INV371975
INV425729,1573311692,1,33064205,6/8/22,INV127537
INV958317,1573311692,3,31267636,21/8/2022,INV821935
INV345771,1573311692,1,34139767,15/7/2022,INV372400
INV565234,1573311692,1,31568760,21/8/2022,INV648464
INV319311,1573311692,1,32257414,6/7/22,INV405897
INV560507,1573311692,1,34393426,2/8/22,INV286292
INV983707,1573311692,1,31710452,19/8/2022,INV949766
INV641054,1573311693,1,32163592,23/8/2022,INV665581
INV864392,1573311693,1,31419243,2/8/22,INV391511
INV650059,1573311693,1,34241258,17/7/2022,INV942969
INV837119,1573311693,1,32617110,17/8/2022,INV498277
INV693253,1573311693,2,31613384,15/8/2022,INV156193
INV123595,1573311693,1,31406809,4/8/22,INV138454
INV261179,1573311694,1,32667227,11/8/22,INV854235
INV904373,1573311694,1,31662420,5/7/22,INV599775
INV781840,1573311694,2,30372722,19/7/2022,INV643540
INV843829,1573311694,2,29478102,19/7/2022,INV965509
INV807887,1573311694,3,30523098,5/7/22,INV345836
INV777277,1573311694,2,32588576,1/8/22,INV599648
INV725998,1573311694,1,34215232,16/8/2022,INV549358
INV652426,1573311695,1,31680824,4/7/22,INV558712
INV154951,1573311695,2,31707610,22/7/2022,INV680157
INV707315,1573311695,1,34144600,15/7/2022,INV803902
INV219385,1573311695,2,31636356,29/8/2022,INV280025
INV572419,1573311695,1,31418296,25/8/2022,INV980146
INV836497,1573311695,1,32649375,15/8/2022,INV468032
INV424891,1573311696,3,31993826,24/7/2022,INV590725
INV520529,1573311696,1,32393617,24/7/2022,INV157360
INV389069,1573311696,2,34812391,26/8/2022,INV247641
INV593659,1573311701,2,31646392,14/8/2022,INV467991
INV467984,1573311701,1,33948648,10/7/22,INV474905
INV473739,1573311701,1,33195996,6/8/22,INV765905
INV433196,1573311702,2,29483296,17/8/2022,INV362927
INV181585,1573311702,1,31897907,30/7/2022,INV495019
INV723113,1573311702,1,32568341,18/8/2022,INV219910
INV574736,1573311702,2,32239408,7/8/22,INV488882
INV945791,1573311702,1,31694386,3/7/22,INV952348
INV869669,1573311702,1,32244527,27/7/2022,INV940229
INV400983,1573311702,2,32879976,26/7/2022,INV693465
INV930288,1573311703,2,31479613,27/8/2022,INV881500
INV760154,1573311703,1,34002915,19/7/2022,INV462097
INV846492,1573311703,1,31602538,10/7/22,INV569036
INV461913,1573311703,1,31580780,24/8/2022,INV999826
INV159113,1573311703,2,32549241,10/7/22,INV493618
INV944613,1573311703,1,31411166,21/7/2022,INV686926
INV988107,1573311703,1,31993826,8/7/22,INV272819
INV444254,1573311704,1,32385824,31/7/2022,INV183840
INV435089,1573311704,1,30483839,1/8/22,INV673497
INV717836,1573311704,2,30510364,19/7/2022,INV991613
INV292901,1573311704,1,31319087,18/8/2022,INV514805
INV769644,1573311704,1,25411538,4/8/22,INV216949
INV937380,1573311704,1,34786941,12/7/22,INV673924
INV649472,1573311704,1,33196498,28/8/2022,INV726992
INV377888,1573311704,1,30409448,19/7/2022,INV393118
INV579889,1573311704,1,32042497,2/7/22,INV600733
INV973466,1573311704,2,33244334,28/7/2022,INV964428
INV909876,1573311712,1,31356290,25/8/2022,INV242823
INV208066,1573311712,1,31568760,10/7/22,INV811153
INV522821,1573311712,3,31329154,20/7/2022,INV812428
INV434661,1573311712,1,30697275,2/8/22,INV559423
INV811217,1573311712,1,33725352,4/8/22,INV635747
INV496178,1573311712,1,30346243,12/8/22,INV922213
INV618122,1573311713,1,32684959,8/8/22,INV999944
INV281463,1573311713,1,31375065,9/8/22,INV345273
INV599602,1573311713,2,31642390,8/8/22,INV676652
INV808355,1573311715,1,31540952,21/7/2022,INV499902
INV650344,1573311715,1,34179043,28/8/2022,INV924471
INV736190,1573311715,2,34243745,4/7/22,INV618371
INV926487,1573311715,1,31506974,3/7/22,INV639136
INV597498,1573311715,1,31323305,5/7/22,INV408351
INV224309,1573311716,1,34074286,4/8/22,INV487354
INV605991,1573311716,1,33054365,23/7/2022,INV631642
INV385103,1573311741,3,31947745,31/8/2022,INV340545
INV908067,1573311741,1,32348142,9/8/22,INV764538
INV324701,1573311741,1,33024831,21/7/2022,INV899224
INV830533,1573311741,1,31873143,30/8/2022,INV815943
INV942913,1573311741,1,30410880,15/8/2022,INV664078
INV401550,1573311741,1,34163603,10/7/22,INV283931
INV579725,1573311741,1,34454184,7/8/22,INV971816
INV323623,1573311741,1,30411130,17/7/2022,INV408578
INV997851,1573311742,2,30372918,8/7/22,INV512593
INV941162,1573311742,2,35529280,26/8/2022,INV608325
INV598031,1573311742,1,31549272,12/7/22,INV462107
INV470757,1573311742,1,31576000,21/7/2022,INV946495
INV405677,1573311743,1,32927252,19/7/2022,INV693759
INV998187,1573311743,1,31419243,5/8/22,INV667693
INV940859,1573311743,1,35529280,16/8/2022,INV799403
INV704780,1573311743,2,33264277,28/7/2022,INV876433
INV454285,1573311743,1,32507242,28/7/2022,INV157265
INV554063,1573311743,2,27763081,16/8/2022,INV945668
INV435907,1573311743,1,31374086,3/7/22,INV482922
INV364647,1573311743,2,34447380,29/8/2022,INV407279
INV663815,1573311744,1,33629903,9/8/22,INV922334
INV131455,1573311744,1,30558422,5/8/22,INV203088
INV904598,1573311744,1,31501943,23/7/2022,INV205181
INV616617,1573311744,1,25166449,9/8/22,INV164707
INV441791,1573311744,1,31570445,4/7/22,INV742767
INV131161,1573311744,2,30372918,19/8/2022,INV646933
INV872465,1573311744,2,30572225,3/8/22,INV141803
INV496813,1573311744,1,31675121,14/8/2022,INV468287
INV289072,1573311744,2,32820794,10/7/22,INV476494
INV233511,1573311744,2,31403836,3/7/22,INV980579
INV336835,1573311744,2,31511266,7/8/22,INV130373
INV434721,1573311745,3,31389833,18/8/2022,INV755575
INV939545,1573311745,2,30410223,28/8/2022,INV541272
INV288375,1573311745,1,35368406,26/8/2022,INV854110
INV114307,1573311745,1,32601680,31/7/2022,INV359378
INV866531,1573311745,1,34891066,3/8/22,INV257268
INV980749,1573311745,1,30406806,30/7/2022,INV941353
INV447882,1573311745,1,31591344,17/7/2022,INV190194
INV800168,1573311746,2,33982619,20/8/2022,INV742815
INV234390,1573311746,2,31429870,28/8/2022,INV366860
INV340136,1573311746,1,34016142,22/7/2022,INV884993
INV231686,1573311746,1,32106243,21/8/2022,INV801859
INV149233,1573311746,2,32092337,29/7/2022,INV947082
INV988525,1573311851,4,31403836,9/8/22,INV441539
INV893419,1573311851,2,31457265,28/7/2022,INV469388
INV523602,1573311851,1,35609909,17/8/2022,INV542795
INV725891,1573311851,1,31355189,14/8/2022,INV800269
INV872708,1573311851,1,33948648,7/8/22,INV452904
INV516465,1573311851,2,31536093,28/8/2022,INV842082
INV444420,1573311851,1,31690529,2/7/22,INV594950
INV492596,1573311851,3,32412343,11/8/22,INV706317
INV552541,1573311851,1,32281851,24/8/2022,INV528189
INV478536,1573311852,1,31644106,27/8/2022,INV923482
INV950471,1573311852,1,27948127,3/8/22,INV629061
INV233048,1573311852,1,32803281,24/7/2022,INV484801
INV995355,1573311852,1,32451830,27/7/2022,INV283455
INV402593,1573311853,1,32326791,20/7/2022,INV731417
INV606473,1573311853,1,30510364,21/7/2022,INV487716
INV564768,1573311853,1,31316064,4/7/22,INV761348
INV464029,1573311853,2,33295827,21/8/2022,INV583689
INV863862,1573311853,1,31602538,2/7/22,INV817114
INV777527,1573311853,1,31669226,20/7/2022,INV282880
INV893248,1573311853,1,30760833,30/7/2022,INV881223
INV241591,1573311853,1,25166449,16/7/2022,INV900064
INV141686,1573311853,1,31626902,13/7/2022,INV511058
INV343111,1573311853,1,31326944,15/8/2022,INV538325
INV469782,1573311854,1,31625144,15/8/2022,INV396669
INV702158,1573311854,1,34113798,24/8/2022,INV262793
INV491649,1573311854,1,25411538,30/8/2022,INV642875
INV292220,1573311854,2,30587973,11/7/22,INV408493
INV906569,1573311854,1,35529280,16/7/2022,INV868503
INV601996,1573311854,1,26420327,3/8/22,INV489512
INV559274,1573311855,1,31329154,1/8/22,INV850244
INV290081,1573311855,1,32244527,11/7/22,INV770868
INV260476,1573311855,2,31328386,10/7/22,INV586726
INV846019,1573311855,1,32244884,23/8/2022,INV301036
INV182870,1573311855,1,29584772,15/7/2022,INV339460
INV875765,1573311856,1,33195996,19/7/2022,INV501390
INV744085,1573311856,2,30483839,26/8/2022,INV450214
INV724302,1573311856,2,34163725,24/8/2022,INV401775
INV896977,1573311856,1,30688883,21/8/2022,INV910661
INV706554,1573311856,1,32565344,21/8/2022,INV202607
INV174557,1573311856,3,34270872,9/8/22,INV918216
INV415277,1573311856,1,34144600,13/8/2022,INV522602
INV693704,1573311856,1,31721949,4/7/22,INV707443
INV484785,1573311856,2,32313790,2/8/22,INV769966
INV206993,1573311856,1,31542573,14/7/2022,INV706296
INV421176,1573311961,1,30636312,14/8/2022,INV793015
INV897513,1573311961,3,32323267,30/7/2022,INV538075
INV335833,1573311961,1,31264299,14/8/2022,INV949075
INV596404,1573311961,1,34221259,24/7/2022,INV608586
INV355186,1573311961,1,31612151,27/8/2022,INV295748
INV508164,1573311961,3,30610812,7/8/22,INV583227
INV134197,1573311961,1,31323305,26/7/2022,INV817481
INV554651,1573311961,1,33416662,19/7/2022,INV412068
INV363464,1573311961,1,32247808,3/8/22,INV345564
INV317346,1573311961,2,31414529,1/8/22,INV215633
INV142976,1573311962,2,31598764,8/8/22,INV803293
INV212910,1573311962,2,31690529,5/8/22,INV455944
INV247146,1573311962,1,31358698,10/7/22,INV928641
INV353314,1573311962,1,32306095,28/8/2022,INV937567
INV314054,1573311962,1,35368406,29/8/2022,INV323617
INV505371,1573311962,2,32609910,21/7/2022,INV717386
INV234713,1573311962,2,31602538,29/7/2022,INV408521
INV207528,1573311962,2,31544833,21/8/2022,INV823995
INV640029,1573311963,2,31313172,27/7/2022,INV552288
INV203673,1573311963,1,34267658,18/8/2022,INV221714
INV638897,1573311963,2,32300538,1/8/22,INV558024
INV215431,1573311964,1,34869498,28/7/2022,INV977635
INV966433,1573311964,2,32245409,5/7/22,INV507938
INV930132,1573311964,1,31314403,31/8/2022,INV361290
INV968309,1573311964,2,31633634,15/7/2022,INV227752
INV312919,1573311964,2,34113798,20/7/2022,INV394447
INV468611,1573311964,1,31584086,15/8/2022,INV925064
INV725607,1573311964,2,35576885,5/7/22,INV289660
INV714362,1573311964,1,32278159,13/8/2022,INV691848
INV892684,1573311964,2,31993826,10/7/22,INV563114
INV494074,1573311964,1,29584772,6/8/22,INV276701
INV445597,1573311964,1,33245419,20/8/2022,INV546643
INV350755,1573311965,1,31900674,7/8/22,INV847492
INV583547,1573311965,1,30346243,21/8/2022,INV350882
INV350188,1573311965,1,31413823,19/8/2022,INV862226
INV387254,1573311965,1,32827445,17/7/2022,INV316963
INV688631,1573311965,1,32285846,28/8/2022,INV572225
INV638485,1573311965,1,32396469,18/8/2022,INV251257
INV227204,1573311965,2,32436862,24/8/2022,INV860706
INV141211,1573311966,1,34882579,3/7/22,INV277017
INV170175,1573311966,1,32576637,31/8/2022,INV248430
INV189850,1573311966,1,33244414,9/7/22,INV398358
INV431894,1573311966,2,32497727,2/8/22,INV398671
INV227899,1573311966,1,32246162,17/7/2022,INV382174
INV503628,1573311966,1,32720709,20/7/2022,INV851510
INV998054,1573311966,3,31791958,31/8/2022,INV345770
INV326490,1573312451,1,31491551,27/8/2022,INV200798
INV103823,1573312451,1,31313172,11/8/22,INV189935
INV181314,1573312451,1,32246162,20/8/2022,INV379151
INV370131,1573312451,3,32039443,7/8/22,INV548768
INV769626,1573312451,1,32246162,1/7/22,INV972097
INV986311,1573312452,1,31499938,31/8/2022,INV238008
INV597457,1573312452,2,31350344,26/7/2022,INV252149
INV246717,1573312452,2,32879976,21/8/2022,INV671574
INV734977,1573312452,1,33173735,14/8/2022,INV557169
INV718779,1573312452,1,34205414,21/7/2022,INV662333
INV519568,1573312452,1,31544833,25/7/2022,INV668335
INV600189,1573312452,1,32036738,29/8/2022,INV253661
INV223768,1573312453,1,31945038,30/8/2022,INV247930
INV291795,1573312453,3,30123419,19/7/2022,INV382782
INV698197,1573312453,2,30734185,22/7/2022,INV418330
INV609637,1573312453,3,32376623,25/7/2022,INV534099
INV722482,1573312453,1,34860722,30/7/2022,INV969704
INV517255,1573312454,1,31438149,17/8/2022,INV191215
INV160976,1573312454,2,33460360,24/8/2022,INV552510
INV342140,1573312454,1,33226914,23/8/2022,INV778283
INV875297,1573312455,2,33288991,15/7/2022,INV504113
INV145674,1573312455,2,32301315,28/7/2022,INV477285
INV498435,1573312455,1,31633537,9/8/22,INV360498
INV862545,1573312455,1,31448727,20/8/2022,INV960216
INV206847,1573312455,3,35418538,30/7/2022,INV284237
INV136173,1573312455,1,32516274,3/7/22,INV675288
INV985743,1573312455,3,31527175,19/7/2022,INV208981
INV190958,1573312455,1,30422489,5/7/22,INV989137
INV275943,1573312455,1,33115599,23/7/2022,INV459211
INV500930,1573312455,1,31390375,3/7/22,INV798372
INV349578,1573312455,1,31535711,22/8/2022,INV556171
INV702364,1573312455,2,33567930,19/7/2022,INV269822
INV800232,1573312741,1,32072612,23/7/2022,INV751088
INV882230,1573312741,1,33240500,22/8/2022,INV889446
INV448987,1573312741,1,29511506,26/7/2022,INV156310
INV980522,1573312741,1,34074286,24/7/2022,INV689386
INV927411,1573312741,2,31519650,19/8/2022,INV636709
INV292792,1573312742,1,30356166,3/8/22,INV790022
INV698879,1573312742,1,34142454,11/7/22,INV969241
INV389357,1573312742,1,31712893,22/8/2022,INV177337
INV329454,1573312742,1,32288316,28/7/2022,INV976125
INV665897,1573312742,1,32442264,2/7/22,INV204893
INV354749,1573312742,2,33370508,2/7/22,INV267452
INV836474,1573312742,2,30754696,23/8/2022,INV935083
INV873719,1573312742,2,31487738,16/7/2022,INV185042
INV909870,1573312743,3,31690041,22/8/2022,INV257353
INV955690,1573312743,2,31707610,7/7/22,INV175853
INV223373,1573312743,1,32389640,11/7/22,INV882401
INV900592,1573312743,1,30367248,1/8/22,INV982730
INV444165,1573312743,1,33948648,3/8/22,INV647170
INV449999,1573312743,1,32401471,6/7/22,INV721146
INV372238,1573312743,1,31384681,3/8/22,INV405696
INV846668,1573312744,1,32450129,29/7/2022,INV552658
INV616288,1573312744,2,32247532,3/7/22,INV317994
INV960422,1573312744,1,32247808,5/7/22,INV793701
INV494914,1573312744,1,32254748,26/7/2022,INV228936
INV918956,1573312744,1,30537689,1/7/22,INV249113
INV248362,1573312744,1,33045876,18/8/2022,INV747971
INV872744,1573312744,2,31690529,17/8/2022,INV851074
INV747517,1573312744,1,34267658,4/8/22,INV843904
INV433716,1573312745,1,35567091,8/7/22,INV989950
INV342779,1573312745,2,31446167,17/7/2022,INV389266
INV343363,1573312745,1,31264299,21/7/2022,INV865518
INV631970,1573312745,1,30701265,22/7/2022,INV784516
INV941593,1573312745,1,32076225,21/7/2022,INV373525
INV386936,1573312745,1,31318188,28/7/2022,INV787124
INV629218,1573312745,1,32894344,24/7/2022,INV991484
INV868521,1573312746,1,31586176,4/7/22,INV957544
INV723567,1573312746,2,30340507,9/8/22,INV490464
INV402391,1573312746,1,34016142,15/7/2022,INV902775
INV332602,1573312746,1,31340486,6/8/22,INV713980
INV305230,1573312746,1,31390375,30/8/2022,INV376166
INV371042,1573312746,1,31319688,3/8/22,INV400532
INV378971,1573312746,2,29248508,18/8/2022,INV435316
INV769454,1573312746,2,30622972,19/7/2022,INV217576
INV263573,1573312746,1,32592722,11/7/22,INV699270
INV384069,1573312747,2,31374086,16/8/2022,INV243622
INV627844,1573312747,1,31402231,13/8/2022,INV319652
INV997805,1573312747,1,27745919,17/8/2022,INV831471
INV105446,1573312747,1,31314403,10/7/22,INV290241
INV757991,1573312747,1,31399392,30/8/2022,INV563070
INV633493,1573312747,2,34200977,23/8/2022,INV695542
INV279115,1573312747,2,34243259,3/8/22,INV252752
INV820972,1573312747,1,33172197,26/8/2022,INV842894
INV213986,1573312747,1,32032314,23/7/2022,INV455989
INV317342,1573313012,2,31742505,24/8/2022,INV500124
INV328621,1573313012,3,31392888,3/7/22,INV500674
INV348565,1573313012,2,34860722,13/7/2022,INV739505
INV336634,1573313012,1,30340507,12/7/22,INV461113
INV980697,1573313012,2,35574188,19/8/2022,INV868633
INV236961,1573313012,2,32077408,18/7/2022,INV600104
INV242282,1573313012,1,31665807,6/8/22,INV261318
INV633990,1573313012,2,32379298,5/8/22,INV540420
INV671734,1573313012,1,31598764,10/7/22,INV427971
INV817569,1573313012,1,33428414,22/8/2022,INV597564
INV953519,1573313012,1,32241431,25/7/2022,INV649965
INV416467,1573313012,1,31330848,6/8/22,INV575737
INV352917,1573313012,1,33148196,19/8/2022,INV878553
INV380342,1573313012,2,32036738,6/7/22,INV948632
INV740204,1573313012,1,33024831,19/7/2022,INV516123
INV971927,1573313013,2,31675121,29/8/2022,INV464699
INV854464,1573313013,2,28347596,31/8/2022,INV213712
INV986932,1573313013,2,30598501,31/7/2022,INV893058
INV492267,1573313013,2,29378952,17/8/2022,INV991451
INV819786,1573313013,3,30363878,25/8/2022,INV406253
INV971043,1573313013,1,31407076,29/7/2022,INV281239
INV708816,1573313013,1,30409878,15/8/2022,INV386548
INV932968,1573313013,1,34605272,30/8/2022,INV777882
INV565037,1573313014,1,31638568,7/8/22,INV302012
INV323514,1573313014,1,31721949,9/7/22,INV317899
INV326052,1573313014,1,31446167,3/8/22,INV351854
INV438271,1573313014,3,32479186,10/7/22,INV450276
INV741650,1573313014,2,31403836,13/7/2022,INV824267
INV890900,1573313014,1,32414328,24/7/2022,INV834654
INV365507,1573313014,1,31519764,29/7/2022,INV647507
INV458698,1573313014,1,32353804,6/7/22,INV461584
INV983879,1573313014,1,34891066,13/7/2022,INV345882
INV631549,1573313014,1,34734485,2/7/22,INV486157
INV265975,1573313015,3,30410880,22/8/2022,INV678954
INV770353,1573313015,2,33221298,17/7/2022,INV850036
INV707139,1573313015,1,30998636,10/8/22,INV431723
INV628467,1573313015,1,32493369,24/7/2022,INV838621
INV824842,1573313015,1,34179043,23/7/2022,INV328448
INV442622,1573313016,1,31536093,31/8/2022,INV582438
INV285187,1573313016,2,32239636,16/7/2022,INV470470
INV155254,1573313016,1,31712893,26/7/2022,INV424011
INV236557,1573313016,2,31418296,16/7/2022,INV918913
INV333456,1573313016,2,31411289,22/8/2022,INV574938
INV688011,1573313016,1,31618666,20/8/2022,INV196911
INV977306,1573313016,2,31327161,19/7/2022,INV490761
